Local time,Open,High,Low,Close,Volume
20.04.2020 04:08:00.000 GMT+0100,0.96836,0.96842,0.96836,0.96841,31.11
20.04.2020 04:09:00.000 GMT+0100,0.96843,0.96845,0.96836,0.96836,54.79
20.04.2020 04:10:00.000 GMT+0100,0.96836,0.96836,0.96834,0.96834,14.87
20.04.2020 04:11:00.000 GMT+0100,0.96832,0.96840,0.96832,0.96840,23.22
20.04.2020 04:12:00.000 GMT+0100,0.96840,0.96843,0.96840,0.96842,30.86
20.04.2020 04:13:00.000 GMT+0100,0.96843,0.96843,0.96841,0.96841,30.08
20.04.2020 04:14:00.000 GMT+0100,0.96841,0.96843,0.96835,0.96841,16.77
20.04.2020 04:15:00.000 GMT+0100,0.96840,0.96847,0.96833,0.96834,59.49
20.04.2020 04:16:00.000 GMT+0100,0.96834,0.96835,0.96824,0.96827,42.01
20.04.2020 04:17:00.000 GMT+0100,0.96825,0.96828,0.96823,0.96827,22.47
20.04.2020 04:18:00.000 GMT+0100,0.96825,0.96825,0.96810,0.96812,83.62
20.04.2020 04:19:00.000 GMT+0100,0.96815,0.96817,0.96811,0.96812,21.25
20.04.2020 04:20:00.000 GMT+0100,0.96815,0.96815,0.96806,0.96807,50.97
20.04.2020 04:21:00.000 GMT+0100,0.96807,0.96807,0.96805,0.96807,36.83
20.04.2020 04:22:00.000 GMT+0100,0.96807,0.96807,0.96804,0.96806,38.34
20.04.2020 04:23:00.000 GMT+0100,0.96806,0.96806,0.96800,0.96804,38.23
20.04.2020 04:24:00.000 GMT+0100,0.96804,0.96804,0.96798,0.96798,46.41
20.04.2020 04:25:00.000 GMT+0100,0.96798,0.96805,0.96798,0.96801,33.78
20.04.2020 04:26:00.000 GMT+0100,0.96803,0.96808,0.96801,0.96806,47.18
20.04.2020 04:27:00.000 GMT+0100,0.96807,0.96807,0.96799,0.96799,28.32
20.04.2020 04:28:00.000 GMT+0100,0.96800,0.96809,0.96800,0.96809,34.05
20.04.2020 04:29:00.000 GMT+0100,0.96807,0.96812,0.96807,0.96812,36.57
20.04.2020 04:30:00.000 GMT+0100,0.96815,0.96822,0.96815,0.96817,79.88
20.04.2020 04:31:00.000 GMT+0100,0.96816,0.96820,0.96815,0.96818,27.2
20.04.2020 04:32:00.000 GMT+0100,0.96818,0.96818,0.96816,0.96817,18.84
20.04.2020 04:33:00.000 GMT+0100,0.96817,0.96824,0.96817,0.96823,29.05
20.04.2020 04:34:00.000 GMT+0100,0.96823,0.96826,0.96823,0.96824,22.45
20.04.2020 04:35:00.000 GMT+0100,0.96824,0.96825,0.96823,0.96825,55.18
20.04.2020 04:36:00.000 GMT+0100,0.96825,0.96828,0.96818,0.96826,42
